,Subject,Data,Group,RM_Vals,Group_Coded
242,22,0.01935911197110154,Co,4,0
243,22,-0.00043369323719260645,Co,5,0
244,22,0.005723830195595785,Co,6,0
245,22,-0.008296782126711765,Co,7,0
246,22,0.0066815352059807626,Co,8,0
247,22,-0.05355441043858386,Co,9,0
248,22,-0.03004864116996144,Co,10,0
249,22,-0.05417849917917822,Co,11,0
250,22,0.038543442847618514,Co,12,0
251,22,0.017585545041076327,Co,13,0
252,22,0.014207687437528472,Co,14,0
253,22,-0.014207687437528474,Co,15,0
254,24,0.06901729303680688,Co,1,0
255,24,-0.0016221500470993966,Co,2,0
256,24,0.042438567491458856,Co,3,0
257,24,0.037860105717980895,Co,4,0
258,24,0.06904361888996335,Co,6,0
259,24,0.03099229743424725,Co,7,0
260,24,0.06353699548224016,Co,8,0
261,24,-0.005121420230753971,Co,9,0
262,24,0.035106816171018636,Co,10,0
263,24,-0.045606131917976044,Co,11,0
264,24,0.004873511870469005,Co,12,0
265,24,0.056053197374931724,Co,13,0
266,24,0.028687957417251463,Co,14,0
267,24,-0.028687957417251463,Co,15,0
268,25,0.027231792817696488,Co,1,0
269,25,0.00520336085754175,Co,2,0
270,25,0.03472556244293504,Co,3,0
271,25,-0.008474146145676825,Co,4,0
272,25,-0.02282967704884733,Co,5,0
273,25,0.05002644402108242,Co,6,0
274,25,-0.0365523690210814,Co,7,0
275,25,-0.014159888286211553,Co,8,0
276,25,0.02404749813249288,Co,9,0
277,25,0.013668183129218487,Co,10,0
278,25,-0.007731449075656817,Co,11,0
279,25,0.019582864090519004,Co,12,0
280,25,-0.02919075342370297,Co,13,0
281,25,0.0,Co,14,0
282,26,0.006156210060682989,Co,1,0
283,26,0.0004339792852349894,Co,2,0
284,26,0.002903049698648831,Co,3,0
285,26,0.04592412721791838,Co,4,0
286,26,0.0079938196333448,Co,5,0
287,26,-0.055838155576140254,Co,6,0
288,26,-0.014176698628381994,Co,7,0
289,26,0.030827942446502894,Co,8,0
290,26,-0.0013188246588258165,Co,9,0
291,26,0.04681718346178962,Co,10,0
292,26,-0.01013625304600723,Co,11,0
293,26,0.0024885041325448942,Co,12,0
294,26,-0.0579572791583694,Co,13,0
295,26,-0.01787280907583265,Co,14,0
296,26,0.01787280907583265,Co,15,0
297,27,-0.03612549784305638,Co,1,0
298,27,-0.06411808058297289,Co,2,0
299,27,-0.08744570189002843,Co,3,0
300,27,-0.061440574326172614,Co,4,0
301,27,0.09950728816878907,Co,5,0
302,27,-0.011349191882012232,Co,6,0
303,27,0.03501652889521305,Co,7,0
304,27,-0.011896487298924124,Co,8,0
305,27,0.01329458656621171,Co,9,0
306,27,0.08352721063367041,Co,10,0
307,27,0.04488336661497355,Co,11,0
308,27,-0.07611180956255041,Co,12,0
309,27,-0.06997484021238655,Co,13,0
310,27,0.029079257888631544,Co,14,0
311,27,-0.029079257888631544,Co,15,0
312,28,-0.1297168107967754,Co,1,0
313,28,0.16148705264061747,Co,2,0
314,28,0.028208351212794525,Co,3,0
315,28,-0.07651446624623798,Co,4,0
316,28,0.11769952956439814,Co,5,0
317,28,0.1258357793616482,Co,6,0
318,28,0.1073109455321164,Co,7,0
319,28,0.18790605317400894,Co,8,0
320,28,0.11209431727787841,Co,9,0
321,28,0.022518576787749364,Co,11,0
322,28,0.00323384448402228,Co,12,0
323,28,0.15738463115409776,Co,13,0
324,28,-0.09898220572025346,Co,14,0
325,28,0.09898220572025344,Co,15,0
326,29,-0.011719567895892145,Co,1,0
327,29,0.003513034220085247,Co,2,0
328,29,0.037989198270479356,Co,3,0
329,29,0.007523089986555313,Co,4,0
330,29,0.015647235276863916,Co,5,0
331,29,0.05633342492118635,Co,6,0
332,29,0.047402829793703166,Co,7,0
333,29,0.04888158393405032,Co,8,0
334,29,-0.01275528530174299,Co,9,0
335,29,0.034693397642283116,Co,10,0
336,29,0.009265636707222958,Co,11,0
337,29,0.04427096307098015,Co,12,0
338,29,0.04641613978820297,Co,13,0
339,29,1.5003264644562753e-05,Co,14,0
340,29,-1.5003264644562753e-05,Co,15,0
341,31,0.005279295021540336,Co,1,0
342,31,0.02740192878078735,Co,2,0
343,31,-0.012329567643317265,Co,3,0
344,31,0.0025379416342011848,Co,4,0
345,31,-0.009584785660459122,Co,5,0
346,31,0.02532940057361257,Co,6,0
347,31,0.0056294755201262165,Co,7,0
348,31,-0.03642673497784056,Co,8,0
349,31,-0.050103308858332654,Co,9,0
350,31,-0.04051452499887847,Co,10,0
351,31,-0.054315957655158495,Co,11,0
352,31,-0.030610099099928303,Co,12,0
353,31,0.013694662504361523,Co,13,0
354,31,-0.030232394013660666,Co,14,0
355,31,0.030232394013660666,Co,15,0
356,32,0.082743808999169,Co,1,0
357,32,0.05495352273711057,Co,2,0
358,32,0.05622569026524313,Co,3,0
359,32,0.07115607868928295,Co,4,0
360,32,0.0740738070987587,Co,5,0
361,32,0.06559824216939877,Co,6,0
362,32,0.03368677641518472,Co,7,0
363,32,0.04405696957749765,Co,8,0
364,32,0.02862586662941201,Co,9,0
365,32,0.05139159457403462,Co,10,0
366,32,0.003290471272713147,Co,11,0
367,32,0.012747494312457329,Co,12,0
368,32,0.017944057225092354,Co,13,0
369,32,0.014935301390391918,Co,14,0
370,32,-0.014935301390391918,Co,15,0
371,33,0.002445787519975786,Co,1,0
372,33,-0.002404931114396761,Co,2,0
373,33,0.005181341133329698,Co,3,0
374,33,-0.018957195520522042,Co,4,0
375,33,0.010798608326392355,Co,5,0
376,33,0.02744040452316407,Co,6,0
377,33,0.007770901584124706,Co,7,0
378,33,0.0193231290028793,Co,8,0
379,33,0.0008945979038615078,Co,9,0
380,33,0.0010938322608665353,Co,10,0
381,33,0.007430015699678108,Co,11,0
382,33,-0.004602047992202889,Co,12,0
383,33,-0.02805178129645983,Co,13,0
384,33,-0.003335341926446235,Co,14,0
385,33,0.003335341926446235,Co,15,0
386,34,0.01287884365606031,Co,1,0
387,34,0.04623888221940041,Co,2,0
388,34,0.006332978305177652,Co,3,0
389,34,0.0406702562166902,Co,4,0
390,34,0.012420918385376794,Co,5,0
391,34,0.01103684259603238,Co,6,0
392,34,0.023850946511267235,Co,7,0
393,34,0.04485098964930244,Co,8,0
394,34,-0.019775328133039928,Co,9,0
395,34,0.002774067523687822,Co,10,0
396,34,0.011212070411356244,Co,11,0
397,34,0.022330527031678288,Co,12,0
398,34,0.02184339111949203,Co,13,0
399,34,0.015020730213265466,Co,14,0
400,34,-0.015020730213265466,Co,15,0
401,35,0.060074894070238256,Co,1,0
402,35,0.06296504393907541,Co,2,0
403,35,0.06770678000033495,Co,3,0
404,35,0.05563886694385827,Co,4,0
405,35,0.021832871197000985,Co,5,0
406,35,0.05918883595233937,Co,6,0
407,35,0.07838875180344759,Co,7,0
408,35,0.02723665538466808,Co,8,0
409,35,0.03593892503342314,Co,9,0
410,35,0.051729522351966484,Co,10,0
411,35,0.04318339045725486,Co,11,0
412,35,0.06506679980121852,Co,12,0
413,35,0.043925822836916706,Co,13,0
414,35,-0.008594340642613746,Co,14,0
415,35,0.008594340642613746,Co,15,0
416,36,0.032785608434827286,Co,1,0
417,36,-0.0030039913123668374,Co,2,0
418,36,0.04588042804517985,Co,3,0
419,36,0.045550915124845756,Co,4,0
420,36,0.0073291851443965566,Co,5,0
421,36,0.03792768062969455,Co,6,0
422,36,0.05362913685779243,Co,7,0
423,36,0.010101262382173723,Co,8,0
424,36,0.0943478196086222,Co,9,0
425,36,0.019317097484842526,Co,10,0
426,36,0.004851326547935786,Co,11,0
427,36,0.0031299302285963384,Co,12,0
428,36,-0.014996327736927655,Co,13,0
429,36,0.011023477123108902,Co,14,0
430,36,-0.011023477123108902,Co,15,0
431,37,0.06576638426335005,Co,1,0
432,37,0.10303418812990267,Co,2,0
433,37,0.03200881488892356,Co,3,0
434,37,0.11596435588868687,Co,4,0
435,37,0.09536816899854134,Co,5,0
436,37,0.0205374294691643,Co,6,0
437,37,0.05440749437669757,Co,7,0
438,37,0.013791736464529096,Co,8,0
439,37,-0.00685929493770639,Co,9,0
440,37,0.0494461132449452,Co,10,0
441,37,0.009271179435063039,Co,11,0
442,37,0.05951239127752567,Co,12,0
443,37,0.013396282620192126,Co,13,0
444,37,0.0035622838575023533,Co,14,0
445,37,-0.0035622838575023533,Co,15,0
446,38,0.05448695242327839,Co,1,0
447,38,0.06678916906408076,Co,2,0
448,38,-0.000431662075391831,Co,3,0
449,38,-0.014262084991888975,Co,4,0
450,38,0.030796609212830017,Co,5,0
451,38,-0.006595146038016628,Co,6,0
452,38,0.02847525174157797,Co,7,0
453,38,0.08078626828167977,Co,8,0
454,38,0.018232834760418714,Co,9,0
455,38,0.03817823990519814,Co,10,0
456,38,0.073931383780975,Co,11,0
457,38,0.01843239497925428,Co,12,0
458,38,0.014179734575886407,Co,13,0
459,38,0.004561343349833831,Co,14,0
460,38,-0.004561343349833829,Co,15,0
461,39,0.03487000115021019,Co,1,0
462,39,-0.03126161351490141,Co,2,0
463,39,0.0164359125246797,Co,3,0
464,39,0.002547448526037256,Co,4,0
465,39,-0.01075105676921552,Co,5,0
466,39,0.015109918239153801,Co,6,0
467,39,-0.01566296222763499,Co,7,0
468,39,-0.0044627510732973795,Co,8,0
469,39,-0.02003034517924519,Co,9,0
470,39,0.005659749038395105,Co,10,0
471,39,0.060501546931836916,Co,11,0
472,39,0.01689951547875329,Co,12,0
473,39,-0.012046685059742959,Co,13,0
474,39,-0.004971503683231446,Co,14,0
475,39,0.004971503683231446,Co,15,0
476,40,0.028600007206587216,Co,1,0
477,40,-0.08880287207969677,Co,2,0
478,40,0.004418756369920555,Co,3,0
479,40,-0.030200092958108944,Co,4,0
480,40,-0.03199851282954156,Co,5,0
481,40,0.00955263395861227,Co,6,0
482,40,-0.0415961284773109,Co,7,0
483,40,0.0006428803618964557,Co,8,0
484,40,-0.006110063090381125,Co,9,0
485,40,-0.018445188436973736,Co,10,0
486,40,-0.04208292444830165,Co,11,0
487,40,-0.031289360092072074,Co,12,0
488,40,-0.043704047478361686,Co,13,0
489,40,-0.004604578971722319,Co,14,0
490,40,0.004604578971722312,Co,15,0
491,41,0.003744870574727468,Co,1,0
492,41,0.0035891765108406358,Co,2,0
493,41,0.024518813356232606,Co,3,0
494,41,0.017540402475375708,Co,4,0
495,41,0.04122450447955734,Co,5,0
496,41,0.02728204497285884,Co,6,0
497,41,0.013185488391025462,Co,7,0
498,41,-0.010443770372808891,Co,8,0
499,41,0.011738528372366754,Co,9,0
500,41,0.02068308555140451,Co,10,0
501,41,0.01925674722036247,Co,11,0
502,41,0.034206763133403144,Co,12,0
503,41,0.03667332234768147,Co,13,0
504,41,0.007905482255791367,Co,14,0
505,41,-0.007905482255791367,Co,15,0
506,42,0.026724147714512713,Co,1,0
507,42,0.020444979170276354,Co,2,0
508,42,-0.028086044050101063,Co,3,0
509,42,0.010504160142936491,Co,4,0
510,42,0.009810463310815885,Co,5,0
511,42,-0.008408335312841042,Co,6,0
512,42,0.02100244158827088,Co,7,0
513,42,0.03091449314017439,Co,8,0
514,42,-0.03762728716901477,Co,9,0
515,42,-0.014481698660604541,Co,10,0
516,42,0.03206683163297276,Co,11,0
517,42,0.009028187772553552,Co,12,0
518,42,-0.019108437174254252,Co,13,0
519,42,-0.012431638201081004,Co,14,0
520,42,0.012431638201081004,Co,15,0
521,43,0.023221670413629953,Co,1,0
522,43,0.004270845447969711,Co,2,0
523,43,0.01196098199936391,Co,3,0
524,43,-0.01230300348060865,Co,4,0
525,43,0.007421938423331629,Co,5,0
526,43,0.012179230687356761,Co,6,0
527,43,0.041313892305980496,Co,7,0
528,43,0.04420191015821479,Co,8,0
529,43,-0.001686460724751611,Co,9,0
530,43,-0.024462805740195038,Co,10,0
531,43,-0.027109714070275303,Co,11,0
532,43,-0.01701960799585759,Co,12,0
533,43,0.011686640381253985,Co,13,0
534,43,-0.012262077705582075,Co,14,0
535,43,0.012262077705582075,Co,15,0
536,44,0.0017039470850962156,Co,1,0
537,44,0.0072805255436662625,Co,2,0
538,44,0.006980596458460376,Co,3,0
539,44,0.005401835282359909,Co,4,0
540,44,0.03474285632478572,Co,5,0
541,44,0.0002651598553044081,Co,6,0
542,44,-0.021187557229871867,Co,7,0
543,44,-0.025690126570073444,Co,8,0
544,44,-0.015479478442471429,Co,9,0
545,44,-0.04263031032847543,Co,10,0
546,44,0.017914360938864178,Co,11,0
547,44,-0.0368588934580631,Co,12,0
548,44,0.025889662279030903,Co,13,0
549,44,0.05816420998684102,Co,14,0
550,44,-0.05816420998684102,Co,15,0
551,45,-0.0036897056563308314,Co,1,0
552,45,-0.06316779191084845,Co,2,0
553,45,-0.059718511723851314,Co,3,0
554,45,-0.07598994658791595,Co,4,0
555,45,-0.08813213511722648,Co,5,0
556,45,-0.026156160365108472,Co,6,0
557,45,-0.04096405204740864,Co,7,0
558,45,-0.043278024100512506,Co,8,0
559,45,-0.0992342671199979,Co,9,0
560,45,0.008482113698814,Co,10,0
561,45,-0.0853076372402464,Co,11,0
562,45,-0.11290603371997532,Co,12,0
563,45,-0.060418533268616896,Co,13,0
564,45,0.04057940040043314,Co,14,0
565,45,-0.04057940040043314,Co,15,0
566,46,-0.0642301814376423,Co,1,0
567,46,-0.0641453680050707,Co,2,0
568,46,-0.07556384881886984,Co,3,0
569,46,-0.08806904368150163,Co,4,0
570,46,-0.08912187247511738,Co,5,0
571,46,-0.14238579252194297,Co,6,0
572,46,-0.14684074640956551,Co,7,0
573,46,0.04675244953443372,Co,8,0
574,46,-0.10102970015371063,Co,9,0
575,46,0.005774817180728309,Co,10,0
576,46,0.030146615715674133,Co,11,0
577,46,0.0102708134152312,Co,12,0
578,46,0.03894815942094655,Co,13,0
579,46,-0.029561585857372674,Co,14,0
580,46,0.029561585857372688,Co,15,0
581,47,-0.02847731600032474,Co,1,0
582,47,-0.008143479792536315,Co,2,0
583,47,-0.0448614397295278,Co,3,0
584,47,-0.02178559260105678,Co,4,0
585,47,-0.004703897340673205,Co,5,0
586,47,0.02592476540202846,Co,7,0
587,47,-0.031268318504547324,Co,8,0
588,47,0.02056653328817678,Co,9,0
589,47,-0.017111041405543287,Co,10,0
590,47,0.013606100747545485,Co,11,0
591,47,0.01203269737291992,Co,12,0
592,47,0.015764350921439144,Co,13,0
593,47,-0.007302461087982709,Co,14,0
594,47,0.007302461087982709,Co,15,0
595,48,0.001286260697964569,Co,1,0
596,48,0.04350026236405882,Co,2,0
597,48,0.04597481669564668,Co,3,0
598,48,0.00029057324695362305,Co,4,0
599,48,0.0050704504556664635,Co,5,0
600,48,-0.012651740043729136,Co,6,0
601,48,0.003116143079893191,Co,7,0
602,48,0.09089702735864312,Co,8,0
603,48,0.08654503892721269,Co,9,0
604,48,0.07648481000977289,Co,10,0
605,48,-0.006921908738244633,Co,11,0
606,48,0.09797038562848151,Co,12,0
607,48,0.09035692897944278,Co,13,0
608,48,-0.01803600032565895,Co,14,0
609,48,0.01803600032565895,Co,15,0
610,49,-0.10028609670583874,Co,1,0
611,49,-0.1087989527706072,Co,2,0
612,49,-0.11845627919051083,Co,3,0
613,49,-0.06811722446890435,Co,4,0
614,49,-0.0435072876065694,Co,5,0
615,49,-0.05598441591349058,Co,6,0
616,49,-0.1298426070298701,Co,8,0
617,49,-0.057274039928841,Co,9,0
618,49,-0.03165188139856607,Co,10,0
619,49,0.019483011470778272,Co,11,0
620,49,-0.04494819123439126,Co,12,0
621,49,-0.09762424894757672,Co,13,0
622,49,0.0014994854321933038,Co,14,0
623,49,-0.0014994854321933038,Co,15,0
624,50,-0.015792186866339035,Co,1,0
625,50,-0.022806152135434323,Co,2,0
626,50,0.06790883254817474,Co,3,0
627,50,0.020094981926740686,Co,4,0
628,50,-0.0015374345555484847,Co,5,0
629,50,-0.034754854938092244,Co,6,0
630,50,-0.022442130369173533,Co,7,0
631,50,-0.019991793275101404,Co,8,0
632,50,-0.026082078778884372,Co,9,0
633,50,-0.01446103381640152,Co,10,0
634,50,0.029078288291906968,Co,11,0
635,50,0.02628524487716818,Co,12,0
636,50,0.014441496624425721,Co,13,0
637,50,-0.009049554688776409,Co,14,0
638,50,0.009049554688776409,Co,15,0
639,57,0.010148695214598172,Co,1,0
640,57,-0.04166826853340751,Co,2,0
641,57,-0.07465530380821397,Co,3,0
642,57,0.030010971511755358,Co,4,0
643,57,0.15521070620627264,Co,5,0
644,57,0.2018167797679084,Co,6,0
645,57,0.044217970060933545,Co,7,0
646,57,-0.15590462151555534,Co,8,0
647,57,0.059380376069563055,Co,9,0
648,57,0.1273637899104772,Co,10,0
649,57,0.0548685760557633,Co,11,0
650,57,0.20392265162065065,Co,12,0
651,57,0.018504437041339708,Co,13,0
652,57,0.08082484980137691,Co,14,0
653,57,-0.08082484980137691,Co,15,0
654,58,0.12698341859268414,Co,1,0
655,58,0.10720096199419446,Co,2,0
656,58,0.05332186984997748,Co,3,0
657,58,0.0903271806710193,Co,4,0
658,58,0.030689054426383297,Co,5,0
659,58,0.1773981228525601,Co,6,0
660,58,0.06052576258628385,Co,7,0
661,58,0.09920722533824503,Co,8,0
662,58,0.19644144739519817,Co,9,0
663,58,0.169759595394892,Co,10,0
664,58,0.09607481566373763,Co,11,0
665,58,0.060356982833516835,Co,12,0
666,58,0.13920194278050863,Co,13,0
667,58,0.09758531241017719,Co,14,0
668,58,-0.0975853124101772,Co,15,0
669,59,0.1414996374195538,Co,1,0
670,59,0.047445192072501266,Co,2,0
671,59,0.0901583686322326,Co,3,0
672,59,0.14572559880354535,Co,4,0
673,59,0.09814207629038102,Co,5,0
674,59,0.11361572636315272,Co,6,0
675,59,0.06094947635274988,Co,7,0
676,59,0.11143187206730217,Co,8,0
677,59,0.08510797279924964,Co,9,0
678,59,0.04874729878172968,Co,10,0
