,Subject,Data,Group,RM_Vals,Group_Coded
3127,267,-0.09990879493961484,Co,4,0
3128,267,-0.018124194039507734,Co,5,0
3129,267,0.001463386917011084,Co,6,0
3130,267,-0.026221830016038637,Co,7,0
3131,267,0.027527901823460058,Co,8,0
3132,267,-0.04567611084295112,Co,9,0
3133,267,0.03661542707676777,Co,10,0
3134,267,-0.020096872854309455,Co,11,0
3135,267,-0.026519905881649014,Co,12,0
3136,267,-0.02858564378544798,Co,13,0
3137,267,0.00639593481263988,Co,14,0
3138,267,-0.00639593481263988,Co,15,0
3139,268,-0.006155213500539097,Co,1,0
3140,268,-0.015054670257404416,Co,2,0
3141,268,0.006156766257857014,Co,3,0
3142,268,-0.0011516185458065953,Co,4,0
3143,268,-0.0374441204434384,Co,5,0
3144,268,-0.0038939424526805095,Co,6,0
3145,268,-0.010328696380208929,Co,7,0
3146,268,-0.02051740933663844,Co,8,0
3147,268,-0.008416976132380929,Co,9,0
3148,268,-0.009630216131825589,Co,10,0
3149,268,-0.01621615319925207,Co,11,0
3150,268,0.009046581419701528,Co,12,0
3151,268,0.0021326324563077726,Co,13,0
3152,268,0.015255163596843889,Co,14,0
3153,268,-0.015255163596843889,Co,15,0
3154,269,0.06086763316316198,Co,1,0
3155,269,0.015095527282267159,Co,2,0
3156,269,-0.013000226536486852,Co,3,0
3157,269,0.02268413497152463,Co,4,0
3158,269,0.014907666287327925,Co,5,0
3159,269,0.06061944191513548,Co,6,0
3160,269,-0.01741281740254018,Co,7,0
3161,269,0.005461238547319989,Co,8,0
3162,269,0.03765089251453108,Co,9,0
3163,269,0.0011789545269190608,Co,10,0
3164,269,-0.03787638485743227,Co,11,0
3165,269,0.0516074077151545,Co,12,0
3166,269,-0.005493452428233888,Co,13,0
3167,269,0.016648734472640925,Co,14,0
3168,269,-0.016648734472640925,Co,15,0
3169,270,0.02952327696182904,Co,1,0
3170,270,0.019836860608181232,Co,2,0
3171,270,-0.10451041059210403,Co,3,0
3172,270,-0.10112629650864716,Co,4,0
3173,270,-0.036706846279129665,Co,5,0
3174,270,-0.046386756958402664,Co,6,0
3175,270,-0.06887200496310593,Co,7,0
3176,270,-0.06675355945666271,Co,8,0
3177,270,-0.06771043685845024,Co,9,0
3178,270,-0.0031473279199352652,Co,10,0
3179,270,-0.08508808432988577,Co,11,0
3180,270,-0.01596513558395198,Co,12,0
3181,270,-0.06607682073217715,Co,13,0
3182,270,-0.012117694382641313,Co,14,0
3183,270,0.012117694382641313,Co,15,0
3184,271,0.034903256730807374,Co,1,0
3185,271,0.002176440761934453,Co,2,0
3186,271,0.004350273724678984,Co,3,0
3187,271,0.007171725080198608,Co,4,0
3188,271,-0.040779416927059005,Co,5,0
3189,271,0.012709515018205539,Co,6,0
3190,271,0.04836871927357292,Co,7,0
3191,271,0.011233203377629463,Co,8,0
3192,271,0.021908090818672236,Co,9,0
3193,271,0.03547556903226294,Co,10,0
3194,271,-0.04518168748886364,Co,11,0
3195,271,-0.03757400091801294,Co,12,0
3196,271,-0.02069912331706172,Co,13,0
3197,271,-0.014075353726842928,Co,14,0
3198,271,0.014075353726842928,Co,15,0
3199,273,-0.02256399404218922,Co,1,0
3200,273,-0.03894928735260035,Co,2,0
3201,273,0.0004171135271599253,Co,3,0
3202,273,0.022490490877936233,Co,4,0
3203,273,-0.023859564362190923,Co,5,0
3204,273,0.01853633821877672,Co,6,0
3205,273,-0.017180536810485116,Co,7,0
3206,273,0.02464176188787278,Co,8,0
3207,273,0.026108287149540853,Co,9,0
3208,273,0.001780032994595426,Co,10,0
3209,273,0.00921694907073945,Co,11,0
3210,273,8.453711491452492e-05,Co,12,0
3211,273,-0.010083958972841523,Co,13,0
3212,273,-0.034757355324581365,Co,14,0
3213,273,0.034757355324581365,Co,15,0
3214,274,-0.041009955322474465,Co,1,0
3215,274,0.005379655377589859,Co,2,0
3216,274,-0.05070894790146945,Co,3,0
3217,274,-0.016994093471229686,Co,4,0
3218,274,0.012606204113113195,Co,5,0
3219,274,0.01979124149769205,Co,6,0
3220,274,0.04328085661040416,Co,7,0
3221,274,-0.020255023000624393,Co,8,0
3222,274,0.007501000923030994,Co,9,0
3223,274,0.037245401737104646,Co,10,0
3224,274,0.0025255724996321813,Co,11,0
3225,274,0.01920094059698603,Co,12,0
3226,274,-0.01593484571958223,Co,13,0
3227,274,0.0,Co,14,0
3228,275,-0.03915613409967968,Co,1,0
3229,275,-0.009955478407424827,Co,2,0
3230,275,-0.028027287736721685,Co,3,0
3231,275,-0.029932923208780257,Co,4,0
3232,275,-0.053559349796748396,Co,5,0
3233,275,-0.025400123104575432,Co,6,0
3234,275,-0.02546255360943653,Co,7,0
3235,275,-0.04925165608353604,Co,8,0
3236,275,0.0006391379427333338,Co,9,0
3237,275,-0.031772947307723676,Co,10,0
3238,275,-0.07035131248721857,Co,11,0
3239,275,-0.034737459294762976,Co,12,0
3240,275,-0.03631137677849049,Co,13,0
3241,275,0.009559196374647388,Co,14,0
3242,275,-0.009559196374647395,Co,15,0
3243,276,0.08426729894119594,Co,1,0
3244,276,-0.05754464874639506,Co,2,0
3245,276,0.018221151988786734,Co,3,0
3246,276,-0.018339576998520263,Co,4,0
3247,276,-0.016264767711125692,Co,5,0
3248,276,0.012213354135143866,Co,6,0
3249,276,0.029723873131841654,Co,7,0
3250,276,-0.004181355327310267,Co,8,0
3251,276,0.01653080771376085,Co,9,0
3252,276,0.024522708542376453,Co,10,0
3253,276,-0.017888411397538648,Co,11,0
3254,276,-0.05738097862186538,Co,12,0
3255,276,-0.0071549869561003815,Co,13,0
3256,276,0.06960829047466521,Co,14,0
3257,276,-0.06960829047466521,Co,15,0
3258,277,-0.0015432588400737801,Co,1,0
3259,277,0.09329594680265815,Co,2,0
3260,277,0.06988929177365273,Co,3,0
3261,277,0.08037106623299756,Co,4,0
3262,277,0.03373747674675075,Co,5,0
3263,277,0.0698815414088346,Co,6,0
3264,277,0.007669273735146455,Co,7,0
3265,277,0.036740606963194776,Co,8,0
3266,277,0.032021024831769204,Co,9,0
3267,277,0.04576844264555654,Co,10,0
3268,277,0.02413807077325395,Co,11,0
3269,277,0.02677415282132905,Co,12,0
3270,277,-0.008031377173488709,Co,13,0
3271,277,0.0,Co,15,0
3272,278,0.03808610524083503,Co,1,0
3273,278,-0.12584419813365377,Co,2,0
3274,278,-0.013249537679995205,Co,3,0
3275,278,-0.022668600855201393,Co,4,0
3276,278,-0.2206879227627997,Co,5,0
3277,278,-0.200516517431645,Co,6,0
3278,278,-0.2628597608740453,Co,7,0
3279,278,-0.2161838844613301,Co,8,0
3280,278,-0.18806288866683094,Co,9,0
3281,278,-0.10293664250142967,Co,10,0
3282,278,-0.04278870709835898,Co,11,0
3283,278,-0.10069981584793351,Co,12,0
3284,278,-0.11319649088644639,Co,13,0
3285,278,0.0,Co,14,0
3286,279,0.008238145953446602,Co,1,0
3287,279,-0.00356300852361794,Co,2,0
3288,279,-0.033178063661671316,Co,3,0
3289,279,0.02889756920132807,Co,4,0
3290,279,-0.024968898624493963,Co,5,0
3291,279,-0.050503968088852096,Co,6,0
3292,279,-0.049152250603734,Co,7,0
3293,279,0.01671047126118909,Co,8,0
3294,279,-0.004262131306889454,Co,9,0
3295,279,-0.06626453077988644,Co,10,0
3296,279,0.03211971394030934,Co,11,0
3297,279,-0.03984845583263094,Co,12,0
3298,279,-0.05390515035078658,Co,13,0
3299,279,0.007427655982819428,Co,14,0
3300,279,-0.007427655982819428,Co,15,0
3301,280,0.039877955855124485,Co,1,0
3302,280,0.07959277541909282,Co,2,0
3303,280,0.04361156888841639,Co,3,0
3304,280,0.020066582921505375,Co,4,0
3305,280,-0.0018168888744217147,Co,5,0
3306,280,0.01983127325224643,Co,6,0
3307,280,0.004541719146157752,Co,7,0
3308,280,0.03817892813853727,Co,8,0
3309,280,-0.0024436815370758157,Co,9,0
3310,280,-0.005134899423562215,Co,10,0
3311,280,-0.04278754187137458,Co,11,0
3312,280,-0.004498165732383621,Co,12,0
3313,280,0.02482000943124258,Co,14,0
3314,280,-0.02482000943124258,Co,15,0
3315,281,0.14443272842953925,Co,1,0
3316,281,0.11501297509677605,Co,2,0
3317,281,0.08486098247269382,Co,3,0
3318,281,0.1385058061445427,Co,4,0
3319,281,0.13334449824039166,Co,5,0
3320,281,0.05609755254646194,Co,6,0
3321,281,0.04630041536328613,Co,7,0
3322,281,0.06096540831678559,Co,8,0
3323,281,0.09634071312235143,Co,9,0
3324,281,0.018308436604641164,Co,10,0
3325,281,0.06263542470942728,Co,11,0
3326,281,0.03919375595835558,Co,12,0
3327,281,0.12203507881416764,Co,13,0
3328,281,0.02128236979929748,Co,14,0
3329,281,-0.021282369799297478,Co,15,0
3330,282,0.08169551613817935,Co,1,0
3331,282,0.08617434928406907,Co,2,0
3332,282,0.12690381520239408,Co,3,0
3333,282,0.12385828783398857,Co,4,0
3334,282,0.023469770604067228,Co,5,0
3335,282,0.007738261461309598,Co,7,0
3336,282,0.04432322470161994,Co,8,0
3337,282,0.07316711354096339,Co,9,0
3338,282,0.1106211678726249,Co,10,0
3339,282,-0.006507769137742744,Co,11,0
3340,282,0.08415963306612641,Co,12,0
3341,282,0.12829432786858694,Co,13,0
3342,282,-0.010643973061424283,Co,14,0
3343,282,0.010643973061424282,Co,15,0
3344,289,-0.01222739101715331,Co,3,0
3345,289,-0.028733491854392307,Co,4,0
3346,289,-0.04231978829899399,Co,5,0
3347,289,-0.10514492322715523,Co,7,0
3348,289,0.014635269709749155,Co,8,0
3349,289,-0.006581802513112328,Co,9,0
3350,289,0.03475271585068812,Co,13,0
3351,289,-0.041488719312164274,Co,14,0
3352,289,0.041488719312164274,Co,15,0
3353,290,-0.04553551097615833,Co,3,0
3354,290,-0.004471881711768863,Co,5,0
3355,290,0.09481565806654874,Co,6,0
3356,290,0.04661483246541606,Co,7,0
3357,290,0.145367281821091,Co,11,0
3358,290,0.05579280103615508,Co,12,0
3359,290,0.09112464523204691,Co,13,0
3360,290,0.04862594458966879,Co,14,0
3361,290,-0.04862594458966879,Co,15,0
3362,291,0.03185432741137585,Co,2,0
3363,291,0.10107376234976781,Co,3,0
3364,291,-0.03336237527702078,Co,5,0
3365,291,-0.06643429841040707,Co,7,0
3366,291,-0.002818466083467343,Co,8,0
3367,291,0.0018821642256384892,Co,9,0
3368,291,-0.03283588543787551,Co,13,0
3369,291,-0.031726217016888617,Co,14,0
3370,291,0.031726217016888617,Co,15,0
3371,294,-0.09514284734701395,Co,1,0
3372,294,-0.015703787841705473,Co,2,0
3373,294,-0.07230860183597945,Co,3,0
3374,294,-0.07436929446738778,Co,6,0
3375,294,-0.10280834503681707,Co,7,0
3376,294,0.0677662005713893,Co,8,0
3377,294,-0.015734454128317595,Co,9,0
3378,294,-0.052098900050800534,Co,10,0
3379,294,0.0,Co,15,0
3380,295,-0.005898369309089136,Co,1,0
3381,295,-0.026528820573493792,Co,2,0
3382,295,-0.004418724291390326,Co,4,0
3383,295,-0.037941690365416766,Co,6,0
3384,295,0.025388287228838662,Co,7,0
3385,295,0.07270315111709462,Co,8,0
3386,295,0.03185053688124871,Co,9,0
3387,295,-0.04688087307272258,Co,10,0
3388,295,-0.04233489203143807,Co,11,0
3389,295,0.005787777476322872,Co,14,0
3390,295,-0.005787777476322872,Co,15,0
3391,296,-0.01593527103879564,Co,1,0
3392,296,0.06751580686220368,Co,2,0
3393,296,-0.03238320496258029,Co,3,0
3394,296,0.1116956361237047,Co,4,0
3395,296,-0.008253178253972891,Co,5,0
3396,296,0.20692962439593635,Co,6,0
3397,296,0.19298488638029074,Co,7,0
3398,296,0.11676325550590011,Co,8,0
3399,296,0.05781188976754067,Co,12,0
3400,296,-0.006159946192789242,Co,13,0
3401,296,-0.03606846372921326,Co,14,0
3402,296,0.03606846372921326,Co,15,0
3403,297,-0.024984460649739266,Co,2,0
3404,297,0.02966117974724383,Co,3,0
3405,297,-0.012101540205480432,Co,4,0
3406,297,-0.001926073701400942,Co,5,0
3407,297,0.02361950161720414,Co,6,0
3408,297,0.03603739033722794,Co,7,0
3409,297,0.037030422454685165,Co,11,0
3410,297,-0.010792996182834698,Co,12,0
3411,297,0.0395769611751591,Co,13,0
3412,297,-0.00343326271559109,Co,14,0
3413,297,0.00343326271559109,Co,15,0
3414,298,0.13274522164546207,Co,2,0
3415,298,0.02321197902814537,Co,3,0
3416,298,0.10434106383778946,Co,4,0
3417,298,0.03714200710151639,Co,5,0
3418,298,-0.026947711213206264,Co,6,0
3419,298,-0.008544454297706443,Co,8,0
3420,298,0.014645529166104433,Co,10,0
3421,298,0.05225434390793592,Co,11,0
3422,298,-0.018786567030915212,Co,12,0
3423,298,0.010334832174143566,Co,13,0
3424,298,0.03478658863114107,Co,14,0
3425,298,-0.03478658863114107,Co,15,0
3426,299,0.224644412033856,Co,1,0
3427,299,-0.015424503010869915,Co,2,0
3428,299,0.1041011512605603,Co,3,0
3429,299,-0.09013010643451849,Co,6,0
3430,299,-0.01749348749226816,Co,7,0
3431,299,0.032068927055682914,Co,8,0
3432,299,0.044500943682401914,Co,9,0
3433,299,-0.07668753503126872,Co,10,0
3434,299,-0.018957694780716815,Co,11,0
3435,299,-0.0470596710249017,Co,12,0
3436,299,-0.07888936752396752,Co,13,0
3437,299,-0.042562087284079335,Co,14,0
3438,299,0.04256208728407934,Co,15,0
3439,300,0.0026530297434929472,Co,2,0
3440,300,0.025942340071009644,Co,3,0
3441,300,0.012858278809624408,Co,4,0
3442,300,0.05267997318377404,Co,5,0
3443,300,-0.017278158544145245,Co,6,0
3444,300,-0.07175234083122034,Co,7,0
3445,300,-0.03240011999712011,Co,8,0
3446,300,-0.008877532175937298,Co,9,0
3447,300,0.023416250371545655,Co,10,0
3448,300,-0.02961745450298537,Co,11,0
3449,300,0.02236387199419064,Co,12,0
3450,300,-0.008115557039855482,Co,13,0
3451,300,0.01631867574716099,Co,14,0
3452,300,-0.01631867574716099,Co,15,0
3453,301,-0.024142104176674856,Co,1,0
3454,301,-0.025787149647383583,Co,2,0
3455,301,-0.021846229847033268,Co,3,0
3456,301,-0.013133053338823157,Co,4,0
3457,301,0.012319454347941336,Co,5,0
3458,301,0.02026221340861106,Co,6,0
3459,301,-0.04435754882665807,Co,7,0
3460,301,-0.0019391249261726563,Co,8,0
3461,301,-0.013080930792979364,Co,9,0
3462,301,-0.03993656344508338,Co,10,0
3463,301,-0.012586013352282209,Co,11,0
3464,301,0.0009208571284459836,Co,12,0
3465,301,-0.040282135732302785,Co,13,0
3466,301,0.02522883019059755,Co,14,0
3467,301,-0.02522883019059755,Co,15,0
3468,302,0.016706487536179728,Co,2,0
3469,302,0.023347137187754986,Co,3,0
3470,302,-0.0453878909455175,Co,4,0
3471,302,0.05054989427118839,Co,5,0
3472,302,0.0029332411954529833,Co,6,0
3473,302,-0.01865190029475992,Co,7,0
3474,302,-0.04348440211414857,Co,8,0
3475,302,-0.0003169974249768101,Co,9,0
3476,302,0.002414927300822236,Co,10,0
3477,302,0.02499402596550743,Co,11,0
3478,302,0.03689286253156274,Co,12,0
3479,302,-0.11483615198136371,Co,13,0
3480,302,0.04090566208674999,Co,14,0
3481,302,-0.04090566208674999,Co,15,0
3482,303,0.031261702370891986,Co,1,0
3483,303,-0.07762598064609649,Co,2,0
3484,303,0.0536540399196887,Co,3,0
3485,303,0.005395365916892415,Co,4,0
3486,303,-0.03451027875951308,Co,5,0
3487,303,-0.017601647811047418,Co,6,0
3488,303,0.04723318928843266,Co,7,0
3489,303,0.03245594753054912,Co,8,0
3490,303,0.005567017603381342,Co,9,0
3491,303,-0.08120351725635479,Co,10,0
3492,303,0.01581903885252986,Co,11,0
3493,303,0.0316844925720248,Co,12,0
3494,303,-0.040820741735430946,Co,13,0
3495,303,-0.010469934412679596,Co,14,0
3496,303,0.010469934412679596,Co,15,0
3497,304,-0.01751898217727045,Co,2,0
3498,304,-0.02091364427680825,Co,3,0
3499,304,0.012890590132701572,Co,4,0
3500,304,-0.01966264262947275,Co,5,0
3501,304,-0.05018539409911306,Co,6,0
3502,304,-0.004710753417023504,Co,7,0
3503,304,-0.04138938186634124,Co,8,0
3504,304,0.015115746727125567,Co,9,0
3505,304,-0.058293004029585614,Co,10,0
3506,304,-0.04142645697136841,Co,11,0
3507,304,-0.047409827844900616,Co,12,0
3508,304,-0.036520543779374866,Co,13,0
3509,304,0.010307372139306797,Co,14,0
3510,304,-0.0103073721393068,Co,15,0
3511,305,-0.03626010804422903,Co,1,0
3512,305,-0.0020444361269625795,Co,2,0
3513,305,0.03449337446756467,Co,3,0
3514,305,0.005193090840830042,Co,4,0
3515,305,0.009716735352468933,Co,5,0
3516,305,-0.036175633460180406,Co,6,0
3517,305,-0.028393603757610825,Co,7,0
3518,305,0.006912527243971744,Co,8,0
3519,305,-0.045140749494408876,Co,9,0
3520,305,-0.007379938856909629,Co,10,0
3521,305,-0.018577907291690034,Co,11,0
3522,305,0.0099751400899099,Co,12,0
3523,305,-0.009843253627851857,Co,13,0
3524,305,0.0,Co,14,0
3525,306,0.029164336299932273,Co,1,0
3526,306,0.020832069690175502,Co,2,0
3527,306,-0.007185329975655274,Co,3,0
3528,306,0.0005642312080130687,Co,4,0
3529,306,0.005265971182750741,Co,5,0
3530,306,-0.020575441832147844,Co,6,0
3531,306,-0.022776905450326172,Co,7,0
3532,306,-0.0055023365095206184,Co,8,0
3533,306,-0.004898883033336103,Co,9,0
3534,306,0.03148591084297045,Co,10,0
3535,306,-0.04406587046399294,Co,11,0
3536,306,0.0015276961640587356,Co,12,0
3537,306,-0.03976490930931251,Co,14,0
3538,306,0.03976490930931251,Co,15,0
3539,307,0.03078826907234429,Co,1,0
3540,307,-0.0015269593562233525,Co,2,0
3541,307,-0.007616210057373184,Co,3,0
3542,307,-0.029469272283760638,Co,4,0
3543,307,0.002005768344705198,Co,5,0
3544,307,-0.01874340905970885,Co,6,0
3545,307,-0.007600919632863598,Co,7,0
3546,307,0.021295828523997307,Co,8,0
3547,307,-0.017579634386869998,Co,9,0
3548,307,-0.006641946563749786,Co,10,0
3549,307,-0.016343515188301933,Co,11,0
3550,307,-0.0025504559796074074,Co,12,0
3551,307,0.0,Co,15,0
3552,308,-0.024902184521262086,Co,1,0
3553,308,0.02660565368573695,Co,2,0
3554,308,-0.012515587371702941,Co,3,0
3555,308,0.04530653701740167,Co,4,0
3556,308,0.08672789303159263,Co,5,0
3557,308,0.028058644262758507,Co,6,0
3558,308,-0.017810440116883836,Co,7,0
3559,308,-0.02133399841472704,Co,8,0
3560,308,-0.025957760081158337,Co,9,0
3561,308,0.0847020290185475,Co,10,0
3562,308,0.010053787232617215,Co,11,0
3563,308,-0.018856945822201484,Co,12,0
3564,308,-0.006000992230310118,Co,13,0
3565,308,0.01154634909373833,Co,14,0
3566,308,-0.01154634909373833,Co,15,0
3567,309,-0.002312560037191165,Co,1,0
3568,309,-0.0346736352234904,Co,2,0
3569,309,0.02750540979395445,Co,3,0
3570,309,0.10653240152153276,Co,4,0
3571,309,0.047092137412143714,Co,5,0
3572,309,0.061794868199984775,Co,6,0
3573,309,0.018969989889325474,Co,7,0
3574,309,0.02928307678109293,Co,8,0
3575,309,0.055771872472190474,Co,9,0
3576,309,-0.04931093135308086,Co,10,0
3577,309,0.005193121269100549,Co,11,0
3578,309,0.036847031151061374,Co,13,0
3579,309,0.041869950416743254,Co,14,0
3580,309,-0.041869950416743254,Co,15,0
3581,310,-0.05105486862758769,Co,1,0
3582,310,-0.040832462243432614,Co,2,0
3583,310,-0.05619015747371977,Co,3,0
3584,310,-0.047649512934217875,Co,5,0
3585,310,-0.05178489892887509,Co,6,0
3586,310,0.0013287716290455234,Co,7,0
3587,310,-0.07608782520720184,Co,8,0
3588,310,-0.029528649066991753,Co,9,0
3589,310,-0.09529388136683892,Co,10,0
3590,310,-0.02005169550389356,Co,11,0
3591,310,-0.033149787476107195,Co,12,0
3592,310,-0.018559788964231327,Co,13,0
3593,310,0.05258435144971919,Co,14,0
3594,310,-0.05258435144971919,Co,15,0
3595,311,-0.10472088286266831,Co,1,0
3596,311,0.07319331945732872,Co,2,0
3597,311,-0.0002023908089844595,Co,3,0
3598,311,0.04118613444494071,Co,4,0
3599,311,-0.043681647850909625,Co,5,0
3600,311,-0.05721986444117753,Co,6,0
3601,311,-0.031548268452259984,Co,7,0
3602,311,-0.0024806976779812376,Co,8,0
3603,311,0.005395643648579251,Co,9,0
3604,311,-0.0008437959653286656,Co,10,0
3605,311,0.060754770079712056,Co,11,0
3606,311,-0.03670574974910241,Co,12,0
3607,311,0.0782525754376093,Co,13,0
3608,311,0.006410162372339184,Co,14,0
3609,311,-0.006410162372339181,Co,15,0
3610,312,0.042646026344572055,Co,2,0
3611,312,0.11206854275500265,Co,3,0
3612,312,0.046186884664795445,Co,4,0
3613,312,0.07056286024368391,Co,5,0
3614,312,0.11432545396502121,Co,6,0
3615,312,0.19251188601820662,Co,7,0
3616,312,-0.11532981388544507,Co,8,0
3617,312,-0.04266154928029528,Co,9,0
3618,312,0.06202167890682368,Co,10,0
3619,312,-0.02178621038310293,Co,11,0
3620,312,0.027879595217879596,Co,12,0
3621,312,-0.05232583340127869,Co,13,0
3622,312,-0.05547797666158254,Co,14,0
3623,312,0.05547797666158254,Co,15,0
3624,313,-0.02852195977021312,Co,1,0
3625,313,-0.0637021820968608,Co,2,0
3626,313,0.01851689353620322,Co,3,0
3627,313,-0.09602038099987262,Co,4,0
3628,313,-0.0023633845814240925,Co,5,0
3629,313,-0.006158816841092648,Co,6,0
3630,313,-0.015687239440574423,Co,7,0
3631,313,-0.005947685711401134,Co,8,0
3632,313,-0.031737455639059844,Co,9,0
3633,313,-0.056599446597335054,Co,10,0
3634,313,-0.06300942471477967,Co,11,0
3635,313,-0.0840787223803191,Co,12,0
3636,313,0.0009191189293806731,Co,13,0
3637,313,-0.006531089728910984,Co,14,0
3638,313,0.006531089728910984,Co,15,0
3639,314,0.17090165098320478,Co,1,0
3640,314,-0.1511235056853205,Co,2,0
3641,314,0.06705381585387783,Co,3,0
3642,314,0.047594839546598044,Co,4,0
3643,314,-0.2268832293964014,Co,5,0
3644,314,0.2086537517285832,Co,6,0
3645,314,-0.1307610231132515,Co,7,0
3646,314,-0.01561015275947934,Co,8,0
3647,314,0.008057447681365498,Co,9,0
3648,314,-0.0969762376218033,Co,10,0
3649,314,0.06119728255759398,Co,11,0
3650,314,-0.03593742339597841,Co,12,0
3651,314,-0.12065076250464633,Co,13,0
3652,314,0.03529739218202274,Co,14,0
3653,314,-0.03529739218202274,Co,15,0
3654,315,0.016370397292151447,Co,1,0
3655,315,0.08170582766302685,Co,2,0
3656,315,0.019866078211747764,Co,3,0
3657,315,-0.011640421429856357,Co,4,0
3658,315,0.0010155366009094169,Co,5,0
3659,315,-0.02394079808774605,Co,6,0
3660,315,0.027760976187290894,Co,7,0
3661,315,-0.042578581100852955,Co,8,0
3662,315,-0.07749573781646074,Co,9,0
3663,315,-0.006630232527480665,Co,10,0
3664,315,0.05236053000428788,Co,11,0
3665,315,0.023375097299719465,Co,12,0
3666,315,0.030467099076135828,Co,13,0
3667,315,0.018120923448407447,Co,14,0
3668,315,-0.018120923448407447,Co,15,0
3669,316,0.018386543165286415,Co,1,0
3670,316,0.020526367730557087,Co,2,0
3671,316,0.055328819844258526,Co,3,0
3672,316,-0.038366526194872325,Co,4,0
3673,316,-0.0070105873066185626,Co,5,0
3674,316,0.02033982482061714,Co,6,0
3675,316,-0.11206801686655048,Co,7,0
3676,316,-0.049186934841158145,Co,8,0
3677,316,0.05693065350636073,Co,9,0
3678,316,-0.002474574290298709,Co,10,0
3679,316,0.060251288402851086,Co,11,0
3680,316,-0.026329353645277994,Co,12,0
3681,316,0.0002521968102004689,Co,13,0
3682,316,0.04432779679836331,Co,14,0
3683,316,-0.04432779679836331,Co,15,0
3684,317,-0.01848263910316529,Co,1,0
3685,317,-0.00012032174033207131,Co,2,0
3686,317,-0.0025296727655543614,Co,3,0
3687,317,-0.0008771540164109609,Co,4,0
3688,317,0.001971059836118552,Co,5,0
3689,317,0.02646101495391432,Co,6,0
3690,317,0.0357915731254976,Co,7,0
3691,317,0.026721469025273913,Co,8,0
3692,317,-0.025725435049661273,Co,9,0
3693,317,-0.0013333227590998555,Co,10,0
3694,317,-0.04925006386529277,Co,11,0
3695,317,0.010272282893867257,Co,13,0
3696,317,-0.0009515876304343387,Co,14,0
3697,317,0.0009515876304343387,Co,15,0
3698,318,-0.029266464146617054,Co,1,0
3699,318,0.008720682784836235,Co,2,0
3700,318,-0.15592873833232873,Co,3,0
3701,318,0.06159073325135529,Co,4,0
3702,318,-0.07201022330061652,Co,5,0
3703,318,0.036626892341435416,Co,6,0
3704,318,0.032297658265231274,Co,7,0
3705,318,-0.043596018667515175,Co,8,0
3706,318,-0.14034048974639207,Co,9,0
3707,318,-0.06146275379857573,Co,10,0
3708,318,-0.024569622547529403,Co,11,0
3709,318,0.04943268170744154,Co,12,0
3710,318,0.010622898113485053,Co,14,0
3711,318,-0.010622898113485053,Co,15,0
3712,319,0.045138976052483334,Co,1,0
3713,319,0.116547818635458,Co,2,0
3714,319,0.005849665049023213,Co,3,0
3715,319,0.17417191593475875,Co,4,0
3716,319,0.072110936473638,Co,5,0
3717,319,-0.004519344794384667,Co,6,0
3718,319,0.04300056604954566,Co,7,0
3719,319,0.09547710285156354,Co,8,0
3720,319,-0.031563350353710606,Co,9,0
3721,319,0.03988521502015699,Co,10,0
3722,319,0.02923228626304986,Co,11,0
3723,319,0.0710470438328563,Co,12,0
3724,319,0.029377587130867043,Co,13,0
3725,319,0.0,Co,15,0
3726,323,-0.0972460571833151,Co,1,0
3727,323,-0.09672041989644752,Co,2,0
3728,323,-0.07764906556132165,Co,3,0
3729,323,-0.04981169341833741,Co,4,0
3730,323,-0.11219424011252309,Co,5,0
3731,323,-0.019212723260545815,Co,6,0
3732,323,-0.05500707262891606,Co,7,0
3733,323,-0.01629869204359087,Co,8,0
3734,323,-0.00012140320697510976,Co,9,0
3735,323,0.0016052164311690376,Co,10,0
3736,323,-0.07815214941538393,Co,11,0
3737,323,-0.05343598812858634,Co,12,0
3738,323,-0.010692774252435852,Co,13,0
3739,323,-0.00037482736493105184,Co,14,0
3740,323,0.00037482736493105184,Co,15,0
3741,324,0.09359082749798549,Co,1,0
3742,324,0.0678069007464831,Co,2,0
3743,324,0.10217923607572184,Co,3,0
3744,324,0.05439105955410323,Co,4,0
3745,324,0.05043695656295269,Co,5,0
3746,324,0.05428519815815199,Co,6,0
3747,324,0.060335665854973505,Co,7,0
3748,324,0.011050437450178613,Co,8,0
3749,324,0.06971507985259714,Co,9,0
3750,324,0.05362684179101399,Co,10,0
3751,324,0.014147897185136604,Co,11,0
3752,324,0.005545117737352053,Co,12,0
3753,324,0.01597816451434325,Co,13,0
3754,324,0.0,Co,15,0
3755,325,0.06630047185526196,Co,1,0
3756,325,0.14182851631601184,Co,2,0
3757,325,0.05514702156983346,Co,3,0
3758,325,0.04749100826778721,Co,4,0
3759,325,0.0736335399303071,Co,5,0
3760,325,0.0644332239510493,Co,6,0
3761,325,0.08057910141498359,Co,7,0
3762,325,0.1250690787927327,Co,8,0
3763,325,0.0960375385861329,Co,9,0
3764,325,0.08031876319878221,Co,10,0
3765,325,0.012427236106355169,Co,11,0
3766,325,0.045417935439174835,Co,12,0
3767,325,0.06550401996994135,Co,13,0
3768,325,0.06199391167540808,Co,14,0
3769,325,-0.061993911675408075,Co,15,0
3770,326,0.04054572281175015,Co,1,0
3771,326,0.013511904580762719,Co,2,0
3772,326,-0.003321630449709031,Co,3,0
3773,326,0.03219778013299579,Co,4,0
3774,326,0.019912662809708305,Co,5,0
3775,326,0.025101124505359493,Co,6,0
3776,326,-0.006654795592170762,Co,7,0
