,Rand_Var,Data,Group,RM_Vals,Group_Coded
154,3,1.0811216637261156,sLTP,15,0
155,3,1.3682946056533654,sLTP,20,0
156,3,1.0135515597432336,sLTP,25,0
157,3,1.4865422876234093,sLTP,30,0
158,3,0.27028041593152896,sLTP,35,0
159,3,0.0,sLTP,40,0
160,3,0.9459814557603513,sLTP,5,0
161,3,1.5991591275948795,sLTP,10,0
162,3,1.266939449679042,sLTP,15,0
163,3,1.0811216637261158,sLTP,20,0
164,3,1.2669394496790418,sLTP,25,0
165,3,1.2162618716918803,sLTP,30,0
166,3,0.7432711438117047,sLTP,35,0
167,3,0.0,sLTP,40,0
168,3,0.4054206238972934,sLTP,5,0
169,3,0.5067757798716168,sLTP,10,0
170,3,0.6306543038402342,sLTP,15,0
171,3,0.42231314989301394,sLTP,20,0
172,3,0.3378505199144112,sLTP,25,0
173,3,0.31082247832125826,sLTP,30,0
174,3,0.27028041593152896,sLTP,35,0
175,3,0.13514020796576448,sLTP,40,0
176,3,0.4995650553001118,sLTP,5,0
177,3,0.3728097427612775,sLTP,10,0
178,3,0.3728097427612775,sLTP,15,0
179,3,0.28759608727298547,sLTP,20,0
180,3,0.31688828134708585,sLTP,25,0
181,3,0.5219336398657883,sLTP,30,0
182,3,0.17397787995526282,sLTP,35,0
183,3,0.0,sLTP,40,0
184,3,0.35150632888920447,sLTP,5,0
185,3,0.20335076877887862,sLTP,10,0
186,3,0.24498925952883946,sLTP,15,0
187,3,0.26629267340091245,sLTP,20,0
188,3,0.3976637256120293,sLTP,25,0
189,3,0.5032931527277246,sLTP,30,0
190,3,0.0,sLTP,35,0
191,3,0.0,sLTP,40,0
192,3,1.2377283459674413,sLTP,5,0
193,3,0.2684230147881198,sLTP,10,0
194,3,1.0065863054554491,sLTP,15,0
195,3,0.0745619485522555,sLTP,20,0
196,3,0.2733938113582701,sLTP,25,0
197,3,0.22368584565676647,sLTP,30,0
198,3,0.3728097427612775,sLTP,35,0
199,3,0.5219336398657884,sLTP,40,0
200,3,1.70427310976584,sLTP,5,0
201,3,0.726978998384491,sLTP,10,0
202,3,1.0935752454330807,sLTP,15,0
203,3,0.298247794209022,sLTP,20,0
204,3,0.5467876227165402,sLTP,25,0
205,3,0.6337765626941716,sLTP,30,0
206,3,0.9320243569031936,sLTP,35,0
207,3,0.596495588418044,sLTP,40,0
208,3,0.11929911768360879,sLTP,5,0
209,3,0.3231017770597738,sLTP,10,0
210,3,0.08388219212128743,sLTP,15,0
211,3,0.1789486765254132,sLTP,20,0
212,3,0.23859823536721758,sLTP,25,0
213,3,0.0745619485522555,sLTP,30,0
214,3,0.0,sLTP,35,0
215,3,0.0,sLTP,40,0
216,4,0.600831149757164,sLTP,5,0
217,4,0.06008311497571641,sLTP,10,0
218,4,0.09012467246357461,sLTP,15,0
219,4,0.030041557487858205,sLTP,20,0
220,4,0.24033245990286564,sLTP,25,0
221,4,0.24033245990286564,sLTP,30,0
222,4,0.0,sLTP,35,0
223,4,0.0,sLTP,40,0
224,4,0.7810804946843133,sLTP,5,0
225,4,0.5257272560375186,sLTP,10,0
226,4,0.32044327987048754,sLTP,15,0
227,4,0.43560258357394394,sLTP,20,0
228,4,0.9012467246357462,sLTP,25,0
229,4,0.0,sLTP,30,0
230,4,0.0,sLTP,35,0
231,4,0.0,sLTP,40,0
232,4,0.7810804946843133,sLTP,5,0
233,4,0.7510389371964551,sLTP,10,0
234,4,0.3604986898542985,sLTP,15,0
235,4,1.2016622995143282,sLTP,20,0
236,4,1.321828529465761,sLTP,25,0
237,4,0.0,sLTP,30,0
238,4,0.0,sLTP,35,0
239,4,0.0,sLTP,40,0
240,4,0.9012467246357462,sLTP,5,0
241,4,1.066475290818966,sLTP,10,0
242,4,0.0,sLTP,15,0
243,4,1.622244104344343,sLTP,20,0
244,4,0.0,sLTP,25,0
245,4,0.0,sLTP,30,0
246,4,0.0,sLTP,35,0
247,4,0.0,sLTP,40,0
248,4,0.8511774621559826,sLTP,5,0
249,4,0.24033245990286561,sLTP,10,0
250,4,0.06008311497571641,sLTP,15,0
251,4,0.0,sLTP,20,0
252,4,0.0,sLTP,25,0
253,4,0.0,sLTP,30,0
254,4,0.0,sLTP,35,0
255,4,0.0,sLTP,40,0
256,4,2.6766441214563246,sLTP,5,0
257,4,2.433032502107189,sLTP,10,0
258,4,2.693912793207656,sLTP,15,0
259,4,0.0,sLTP,20,0
260,4,0.0,sLTP,25,0
261,4,0.0,sLTP,30,0
262,4,0.0,sLTP,35,0
263,4,0.0,sLTP,40,0
264,4,2.078127657347689,sLTP,5,0
265,4,2.655058281767161,sLTP,10,0
266,4,2.557922003165923,sLTP,15,0
267,4,1.3760972801841993,sLTP,20,0
268,4,0.0,sLTP,25,0
269,4,0.0,sLTP,30,0
270,4,0.0,sLTP,35,0
271,4,0.0,sLTP,40,0
272,4,1.8635774931644842,sLTP,5,0
273,4,1.9945315872787455,sLTP,10,0
274,4,2.0722406101597355,sLTP,15,0
275,4,1.3599079004173262,sLTP,20,0
276,4,1.5865592171535474,sLTP,25,0
277,4,0.0,sLTP,30,0
278,4,0.0,sLTP,35,0
279,4,0.0,sLTP,40,0
280,5,0.388947411068795,sLTP,5,0
281,5,1.0574507738432866,sLTP,10,0
282,5,0.8022040353293898,sLTP,15,0
283,5,0.627177700348432,sLTP,20,0
284,5,0.43756583745239447,sLTP,25,0
285,5,0.07292763957539908,sLTP,30,0
286,5,0.7535856089457904,sLTP,35,0
287,5,0.32817437808929584,sLTP,40,0
288,5,1.8231909893849767,sLTP,5,0
289,5,1.6044080706587796,sLTP,10,0
290,5,1.0756826837371363,sLTP,15,0
291,5,0.2917105583015963,sLTP,20,0
292,5,1.8961186289603758,sLTP,25,0
293,5,1.5679442508710801,sLTP,30,0
294,5,0.0,sLTP,35,0
295,5,0.8751316749047889,sLTP,40,0
296,5,0.7535856089457904,sLTP,5,0
297,5,0.6077303297949922,sLTP,10,0
298,5,0.6441941495826918,sLTP,15,0
299,5,0.5834211166031926,sLTP,20,0
300,5,0.0,sLTP,25,0
301,5,0.5834211166031926,sLTP,30,0
302,5,0.36463819787699536,sLTP,35,0
303,5,0.12154606595899846,sLTP,40,0
304,5,1.0355724819706669,sLTP,5,0
305,5,1.8523620452151366,sLTP,10,0
306,5,0.948059314480188,sLTP,15,0
307,5,1.008832347459687,sLTP,20,0
308,5,0.0,sLTP,25,0
309,5,0.2552467385138968,sLTP,30,0
310,5,0.07292763957539908,sLTP,35,0
311,5,0.12154606595899846,sLTP,40,0
312,5,0.638116846284742,sLTP,5,0
313,5,0.09723685276719878,sLTP,10,0
314,5,0.7292763957539907,sLTP,15,0
315,5,0.22789887367312212,sLTP,20,0
316,5,0.49226156713394376,sLTP,25,0
317,5,0.5104934770277936,sLTP,30,0
318,5,0.5104934770277936,sLTP,35,0
319,5,0.07292763957539908,sLTP,40,0
320,5,1.7745725630013773,sLTP,5,0
321,5,0.36463819787699536,sLTP,10,0
322,5,0.948059314480188,sLTP,15,0
323,5,0.37505643210205236,sLTP,20,0
324,5,0.9480593144801879,sLTP,25,0
325,5,0.9115954946924885,sLTP,30,0
326,5,0.8751316749047889,sLTP,35,0
327,5,0.2917105583015963,sLTP,40,0
328,6,1.72049501961968,sLTP,5,0
329,6,0.9313958000948643,sLTP,10,0
330,6,1.073692380664913,sLTP,15,0
331,6,0.5885904014488379,sLTP,20,0
332,6,0.0,sLTP,25,0
333,6,0.0,sLTP,30,0
334,6,0.0,sLTP,35,0
335,6,0.0,sLTP,40,0
336,6,3.5202233625113193,sLTP,5,0
337,6,2.071385451252641,sLTP,10,0
338,6,1.3809236341684272,sLTP,15,0
339,6,3.9541201328101416,sLTP,20,0
340,6,0.0,sLTP,25,0
341,6,0.0,sLTP,30,0
342,6,0.0,sLTP,35,0
343,6,0.0,sLTP,40,0
344,6,2.3802337113535423,sLTP,5,0
345,6,1.4827950498038032,sLTP,10,0
346,6,2.203440990039239,sLTP,15,0
347,6,1.3356474494415935,sLTP,20,0
348,6,5.614246906127376,sLTP,25,0
349,6,0.0,sLTP,30,0
350,6,0.0,sLTP,35,0
351,6,0.0,sLTP,40,0
352,6,1.1901168556767712,sLTP,5,0
353,6,0.6678237247207969,sLTP,10,0
354,6,0.724418955629339,sLTP,15,0
355,6,0.8149713250830063,sLTP,20,0
356,6,0.0,sLTP,25,0
357,6,0.0,sLTP,30,0
358,6,0.0,sLTP,35,0
359,6,0.0,sLTP,40,0
360,6,1.2936052779095337,sLTP,5,0
361,6,0.9658919408391186,sLTP,10,0
362,6,1.3945064895864774,sLTP,15,0
363,6,1.0866284334440084,sLTP,20,0
364,6,1.267733172351343,sLTP,25,0
365,6,0.0,sLTP,30,0
366,6,0.0,sLTP,35,0
367,6,0.0,sLTP,40,0
368,6,0.86024750980984,sLTP,5,0
369,6,0.8451554482342288,sLTP,10,0
370,6,1.29037126471476,sLTP,15,0
371,6,0.664050709326894,sLTP,20,0
372,6,0.86024750980984,sLTP,25,0
373,6,0.0,sLTP,30,0
374,6,0.0,sLTP,35,0
375,6,0.0,sLTP,40,0
376,6,0.5885904014488379,sLTP,5,0
377,6,0.8602475098098399,sLTP,10,0
378,6,1.0866284334440084,sLTP,15,0
379,6,0.6791427709025053,sLTP,20,0
380,6,1.0564443102927858,sLTP,25,0
381,6,0.724418955629339,sLTP,30,0
382,6,0.0,sLTP,35,0
383,6,0.0,sLTP,40,0
384,7,0.7066455574004711,sLTP,5,0
385,7,1.007838745800672,sLTP,10,0
386,7,0.3706993088002471,sLTP,15,0
387,7,0.834073444800556,sLTP,20,0
388,7,0.8109047380005405,sLTP,25,0
389,7,0.38228366220025484,sLTP,30,0
390,7,1.1816040468007876,sLTP,35,0
391,7,1.042591806000695,sLTP,40,0
392,7,0.7506661003205004,sLTP,5,0
393,7,0.3177422646859261,sLTP,10,0
394,7,0.3996601923002664,sLTP,15,0
395,7,0.27802448160018534,sLTP,20,0
396,7,0.6081785535004054,sLTP,25,0
397,7,0.20851836120013903,sLTP,30,0
398,7,0.0,sLTP,35,0
399,7,0.0,sLTP,40,0
400,7,0.2432714214001622,sLTP,5,0
401,7,0.40710727662884283,sLTP,10,0
402,7,0.2780244816001854,sLTP,15,0
403,7,0.3938680156002625,sLTP,20,0
404,7,0.32436189520021624,sLTP,25,0
405,7,0.0,sLTP,30,0
406,7,0.0,sLTP,35,0
407,7,0.0,sLTP,40,0
408,7,0.49812719620033213,sLTP,5,0
409,7,0.34753060200023167,sLTP,10,0
410,7,0.3127775418002085,sLTP,15,0
411,7,0.44483917056029654,sLTP,20,0
412,7,0.2606479515001737,sLTP,25,0
413,7,0.27802448160018534,sLTP,30,0
414,7,0.208518361200139,sLTP,35,0
415,7,0.0,sLTP,40,0
416,8,0.4736234116288025,sLTP,5,0
417,8,0.646900269541779,sLTP,10,0
418,8,0.889487870619946,sLTP,15,0
419,8,0.7277628032345014,sLTP,20,0
420,8,0.12938005390835577,sLTP,25,0
421,8,0.48517520215633425,sLTP,30,0
422,8,0.22237196765498654,sLTP,35,0
423,8,0.5775895263765884,sLTP,40,0
424,8,0.431266846361186,sLTP,5,0
425,8,0.3773584905660378,sLTP,10,0
426,8,0.4582210242587601,sLTP,15,0
427,8,0.04043126684636119,sLTP,20,0
428,8,0.16172506738544476,sLTP,25,0
429,8,0.29110512129380056,sLTP,30,0
430,8,0.4043126684636119,sLTP,35,0
431,8,0.4851752021563343,sLTP,40,0
432,8,0.16172506738544476,sLTP,5,0
433,8,0.22053418279833376,sLTP,10,0
434,8,0.545822102425876,sLTP,15,0
435,8,0.38120908740854836,sLTP,20,0
436,8,0.4204851752021564,sLTP,25,0
437,8,0.48517520215633425,sLTP,30,0
438,8,0.4043126684636118,sLTP,35,0
439,8,0.45822102425876016,sLTP,40,0
440,9,0.523402719287691,sLTP,5,0
441,9,0.5053543496570809,sLTP,10,0
442,9,0.505354349657081,sLTP,15,0
443,9,0.534231741066057,sLTP,20,0
444,9,0.6497413067019612,sLTP,25,0
445,9,0.5053543496570809,sLTP,30,0
446,9,0.40909637829382745,sLTP,35,0
447,9,0.33690289977138727,sLTP,40,0
448,9,0.8374443508603056,sLTP,5,0
449,9,0.3128384069305739,sLTP,10,0
450,9,0.6858380459631812,sLTP,15,0
451,9,0.8061605101672482,sLTP,20,0
452,9,1.0829021778366021,sLTP,25,0
453,9,0.519793045361569,sLTP,30,0
454,9,0.6497413067019613,sLTP,35,0
455,9,0.48730598002647096,sLTP,40,0
456,9,0.8302250030080616,sLTP,5,0
457,9,0.6136445674407413,sLTP,10,0
458,9,0.5655155817591144,sLTP,15,0
459,9,0.8302250030080617,sLTP,20,0
460,9,0.5631091324750331,sLTP,25,0
461,9,0.45120924076525093,sLTP,30,0
462,9,0.28877391408976055,sLTP,35,0
463,9,0.0,sLTP,40,0
464,9,0.4022208089107379,sLTP,5,0
465,9,0.3281521751020006,sLTP,10,0
466,9,0.27072554445915054,sLTP,15,0
467,9,0.38803994705811573,sLTP,20,0
468,9,0.3919074548361036,sLTP,25,0
469,9,0.14438695704488028,sLTP,30,0
470,9,0.0,sLTP,35,0
471,9,0.0,sLTP,40,0
472,9,0.31971397631366344,sLTP,5,0
473,9,0.5414510889183011,sLTP,10,0
474,9,0.6407171218866562,sLTP,15,0
475,9,0.37128074668683503,sLTP,20,0
476,9,0.6377090602815546,sLTP,25,0
477,9,0.6858380459631813,sLTP,30,0
478,9,0.0,sLTP,35,0
479,9,0.0,sLTP,40,0
480,0,0.6114703401743042,sLTD,5,1
481,0,0.9446162496485803,sLTD,10,1
482,0,1.4759628900759068,sLTD,15,1
483,0,1.2651110486364916,sLTD,20,1
484,0,0.4554399775091369,sLTD,25,1
485,0,0.48495923531065505,sLTD,30,1
486,0,0.5482147877424797,sLTD,35,1
487,0,1.1976384593758787,sLTD,40,1
488,0,0.21085184143941524,sLTD,5,1
489,0,0.23193702558335674,sLTD,10,1
490,0,0.263564801799269,sLTD,15,1
491,0,0.32330615687377,sLTD,20,1
492,0,0.15181332583637894,sLTD,25,1
493,0,0.2249086308687096,sLTD,30,1
494,0,0.14759628900759067,sLTD,35,1
495,0,0.3092493674444757,sLTD,40,1
496,0,0.15663279649785133,sLTD,5,1
497,0,0.16868147315153217,sLTD,10,1
498,0,0.22490863086870957,sLTD,15,1
499,0,0.3373629463030644,sLTD,20,1
500,0,0.5060444194545966,sLTD,25,1
501,0,0.08434073657576609,sLTD,30,1
502,0,0.23193702558335677,sLTD,35,1
503,0,0.3935901040202418,sLTD,40,1
504,0,0.4498172617374192,sLTD,5,1
505,0,0.2741073938712398,sLTD,10,1
506,0,0.6958110767500703,sLTD,15,1
507,0,0.7168962608940118,sLTD,20,1
508,0,0.5482147877424797,sLTD,25,1
509,0,0.5060444194545966,sLTD,30,1
510,0,0.47230812482429013,sLTD,35,1
511,0,0.35141973573235874,sLTD,40,1
512,0,0.25302220972729833,sLTD,5,1
513,0,0.2003092493674445,sLTD,10,1
514,0,0.042170368287883044,sLTD,15,1
515,0,0.4385718301939837,sLTD,20,1
516,0,0.33736294630306435,sLTD,25,1
517,0,0.4498172617374192,sLTD,30,1
518,0,0.20241776778183862,sLTD,35,1
519,0,0.23193702558335677,sLTD,40,1
520,0,1.124543154343548,sLTD,5,1
521,0,1.6988634081690026,sLTD,10,1
522,0,0.9783525442788867,sLTD,15,1
523,0,1.7374191734607816,sLTD,20,1
524,0,0.8293505763283665,sLTD,25,1
525,0,2.1085184143941524,sLTD,30,1
526,0,1.3916221535001407,sLTD,35,1
527,0,1.9117233623840315,sLTD,40,1
528,0,0.7450098397526007,sLTD,5,1
529,0,0.562271577171774,sLTD,10,1
530,0,0.6536407084621872,sLTD,15,1
531,0,0.46989838949355395,sLTD,20,1
532,0,0.40965500622514966,sLTD,25,1
533,0,0.8434073657576611,sLTD,30,1
534,0,0.5060444194545966,sLTD,35,1
535,0,0.801236997469778,sLTD,40,1
536,0,1.2313747540061848,sLTD,5,1
537,0,1.6446443632274388,sLTD,10,1
538,0,1.686814731515322,sLTD,15,1
539,0,0.7590666291818948,sLTD,20,1
540,0,0.9952206915940399,sLTD,25,1
541,0,0.7168962608940118,sLTD,30,1
542,0,0.442788867022772,sLTD,35,1
543,0,0.4779308405960079,sLTD,40,1
544,1,0.5302728081750391,sLTD,5,1
545,1,0.33142050510939947,sLTD,10,1
546,1,0.2945960045416884,sLTD,15,1
547,1,0.25777150397397736,sLTD,20,1
548,1,0.4971307576640992,sLTD,25,1
549,1,0.2945960045416884,sLTD,30,1
550,1,0.11047350170313315,sLTD,35,1
551,1,0.0,sLTD,40,1
552,1,0.36298436273886603,sLTD,5,1
553,1,0.29459600454168844,sLTD,10,1
554,1,0.18412250283855525,sLTD,15,1
555,1,0.5155430079479547,sLTD,20,1
556,1,0.35903888053518274,sLTD,25,1
557,1,0.47871850738024363,sLTD,30,1
558,1,0.11047350170313315,sLTD,35,1
559,1,0.0,sLTD,40,1
560,1,0.16571025255469973,sLTD,5,1
561,1,0.19885230306563967,sLTD,10,1
562,1,0.03682450056771105,sLTD,15,1
563,1,0.18412250283855525,sLTD,20,1
564,1,0.36824500567711055,sLTD,25,1
565,1,0.17675760272501304,sLTD,30,1
566,1,0.08285512627734987,sLTD,35,1
567,1,0.11047350170313315,sLTD,40,1
568,2,0.6334459459459459,sLTD,5,1
569,2,0.6475225225225224,sLTD,10,1
570,2,0.8868243243243243,sLTD,15,1
571,2,0.28505067567567566,sLTD,20,1
572,2,0.25337837837837834,sLTD,25,1
573,2,0.12668918918918917,sLTD,30,1
574,2,0.28505067567567566,sLTD,35,1
575,2,0.45608108108108103,sLTD,40,1
576,2,1.5202702702702704,sLTD,5,1
577,2,0.8868243243243242,sLTD,10,1
578,2,0.4222972972972973,sLTD,15,1
579,2,0.3378378378378379,sLTD,20,1
580,2,0.3483952702702703,sLTD,25,1
581,2,0.6651182432432432,sLTD,30,1
582,2,0.6967905405405406,sLTD,35,1
583,2,0.0,sLTD,40,1
584,2,1.9365347490347489,sLTD,5,1
585,2,1.4358108108108107,sLTD,10,1
586,2,1.064189189189189,sLTD,15,1
587,2,1.2352195945945943,sLTD,20,1
588,2,0.6334459459459459,sLTD,25,1
589,2,1.298564189189189,sLTD,30,1
590,2,1.425253378378378,sLTD,35,1
591,2,0.0,sLTD,40,1
592,2,0.7963320463320462,sLTD,5,1
593,2,0.38006756756756754,sLTD,10,1
594,2,0.538429054054054,sLTD,15,1
595,2,0.5067567567567567,sLTD,20,1
596,2,0.19003378378378377,sLTD,25,1
597,2,0.48141891891891897,sLTD,30,1
598,2,1.1402027027027026,sLTD,35,1
599,2,0.0,sLTD,40,1
600,2,0.8445945945945944,sLTD,5,1
601,2,0.6081081081081081,sLTD,10,1
602,2,0.5447635135135134,sLTD,15,1
603,2,0.5248552123552123,sLTD,20,1
604,2,1.0135135135135134,sLTD,25,1
605,2,0.6967905405405406,sLTD,30,1
606,2,0.0,sLTD,35,1
607,2,0.0,sLTD,40,1
608,2,0.5278716216216216,sLTD,5,1
609,2,0.30405405405405406,sLTD,10,1
610,2,1.097972972972973,sLTD,15,1
611,2,0.6967905405405406,sLTD,20,1
612,2,0.45608108108108103,sLTD,25,1
613,2,0.1689189189189189,sLTD,30,1
614,2,0.0,sLTD,35,1
615,2,0.46452702702702703,sLTD,40,1
616,2,0.34839527027027023,sLTD,5,1
617,2,0.48141891891891886,sLTD,10,1
618,2,0.46452702702702703,sLTD,15,1
619,2,0.5067567567567567,sLTD,20,1
620,2,0.38006756756756754,sLTD,25,1
621,2,0.38006756756756754,sLTD,30,1
622,2,0.19003378378378377,sLTD,35,1
623,2,0.19003378378378377,sLTD,40,1
624,2,0.12668918918918917,sLTD,5,1
625,2,0.03167229729729729,sLTD,10,1
626,2,0.0,sLTD,15,1
627,2,0.06334459459459459,sLTD,20,1
628,2,0.0,sLTD,25,1
629,2,0.2111486486486486,sLTD,30,1
630,2,0.06334459459459459,sLTD,35,1
631,2,0.19003378378378377,sLTD,40,1
632,2,0.7204257060990585,sLTD,5,1
633,2,0.40933278755628333,sLTD,10,1
634,2,0.6003547550825489,sLTD,15,1
635,2,0.49119934506754,sLTD,20,1
636,2,0.5894392140810479,sLTD,25,1
637,2,0.374247120051459,sLTD,30,1
638,2,0.16373311502251334,sLTD,35,1
639,2,0.3274662300450266,sLTD,40,1
640,2,0.6549324600900532,sLTD,5,1
641,2,0.46391049256378775,sLTD,10,1
642,2,0.5379802350739723,sLTD,15,1
643,2,0.3274662300450266,sLTD,20,1
644,2,0.1637331150225133,sLTD,25,1
645,2,0.19647973802701596,sLTD,30,1
646,2,0.4093327875562833,sLTD,35,1
647,2,0.08186655751125665,sLTD,40,1
648,2,0.7777322963569382,sLTD,5,1
649,2,0.6549324600900531,sLTD,10,1
650,2,0.5730659025787966,sLTD,15,1
651,2,0.42979942693409745,sLTD,20,1
652,2,0.2728885250375222,sLTD,25,1
653,2,0.13098649201801066,sLTD,30,1
654,2,0.4911993450675399,sLTD,35,1
655,2,0.1637331150225133,sLTD,40,1
656,2,1.1051985264019648,sLTD,5,1
657,2,0.6003547550825489,sLTD,10,1
658,2,0.748494240102918,sLTD,15,1
