,Group,Data,Rand_Var,Group_Coded
406,Apical,0.0304292850892317,7.0,0
407,Apical,0.17694600996201415,7.0,0
408,Apical,0.03312984300530081,7.0,0
409,Apical,0.03210793163240953,7.0,0
410,Apical,0.08752237735158869,7.0,0
411,Apical,0.01505477810751262,7.0,0
412,Apical,0.03302301768915453,7.0,0
413,Apical,0.01818632077996557,7.0,0
414,Apical,0.02056324608377112,7.0,0
415,Apical,0.028593040828655367,7.0,0
416,Apical,0.0280476210101429,7.0,0
417,Apical,0.031486470422500266,7.0,0
418,Apical,0.05916243783071562,7.0,0
419,Apical,0.027544702341971716,7.0,0
420,Apical,0.04692358840749931,7.0,0
422,Apical,0.03682107276147148,7.0,0
423,Apical,0.13007334543772905,7.0,0
424,Apical,0.022197003891963968,7.0,0
425,Apical,0.027410756376757214,8.0,0
427,Apical,0.037071836103645416,8.0,0
428,Apical,0.058843219097852104,8.0,0
429,Apical,0.08590466597651827,8.0,0
430,Apical,0.04697144100264236,8.0,0
432,Apical,0.07462373371860791,8.0,0
433,Apical,0.03560071943373364,8.0,0
434,Apical,0.05818863168621348,8.0,0
435,Apical,0.04344498744119617,8.0,0
436,Apical,0.04497035088045404,8.0,0
438,Apical,0.04710558064861123,8.0,0
439,Apical,0.06229678829734078,8.0,0
440,Apical,0.046041856595839134,8.0,0
441,Apical,0.1064987735729847,8.0,0
442,Apical,0.03671218998408681,8.0,0
443,Apical,0.031986806225143875,8.0,0
444,Apical,0.04144600742554265,8.0,0
445,Apical,0.040050455696113055,8.0,0
446,Apical,0.03799710651248224,8.0,0
447,Apical,0.025307745489588973,8.0,0
448,Apical,0.05071521439327437,8.0,0
449,Apical,0.04227551524909644,8.0,0
450,Apical,0.0452107838140526,8.0,0
451,Apical,0.03685816895113045,8.0,0
452,Apical,0.09819132969139642,8.0,0
453,Apical,0.07580108635018487,8.0,0
454,Apical,0.14106784770735187,8.0,0
455,Apical,0.03640178976592843,8.0,0
456,Apical,0.3506341539620522,8.0,0
457,Apical,0.045191320529021514,8.0,0
458,Apical,0.0260769194411874,8.0,0
459,Apical,0.03571656483816288,8.0,0
460,Apical,0.05664945927938103,8.0,0
461,Apical,0.0516290907084422,8.0,0
462,Apical,0.014988406850646275,8.0,0
463,Apical,0.04515599465776102,8.0,0
464,Apical,0.017957499870905703,8.0,0
465,Apical,0.03534089791744319,8.0,0
467,Apical,0.05011434130094565,8.0,0
468,Apical,0.026749982127496442,8.0,0
469,Apical,0.02505454941628639,8.0,0
470,Apical,0.03721284171651169,9.0,0
471,Apical,0.034257866671977694,9.0,0
472,Apical,0.05591824840283166,9.0,0
473,Apical,0.040909680315222005,9.0,0
474,Apical,0.039195433929414214,9.0,0
475,Apical,0.07947522099892919,9.0,0
476,Apical,0.055535261833585356,9.0,0
477,Apical,0.06774551207839707,9.0,0
478,Apical,0.040692365864095165,9.0,0
479,Apical,0.04515742154380114,9.0,0
480,Apical,0.041123594631171774,9.0,0
481,Apical,0.0787958191946436,9.0,0
482,Apical,0.032529600178390246,9.0,0
483,Apical,0.08999357593265499,9.0,0
484,Apical,0.05900170299734246,9.0,0
485,Apical,0.11281086446490916,9.0,0
486,Apical,0.08755426534735043,9.0,0
487,Apical,0.03223413689656911,9.0,0
488,Apical,0.029580573245947237,9.0,0
489,Apical,0.022857034724690375,9.0,0
490,Apical,0.03720755461298747,9.0,0
491,Apical,0.13664387125191696,9.0,0
492,Apical,0.04375640087535003,9.0,0
493,Apical,0.04748367373418568,9.0,0
494,Apical,0.07198926982577919,9.0,0
495,Apical,0.04133670727368885,9.0,0
496,Apical,0.033858557343040184,9.0,0
498,Apical,0.11231080287594085,9.0,0
499,Apical,0.034608160374364115,9.0,0
500,Apical,0.07178700937627527,9.0,0
501,Apical,0.06748774476465474,9.0,0
502,Apical,0.06455291696511306,9.0,0
503,Apical,0.055585708840507196,9.0,0
504,Apical,0.0834706897920877,9.0,0
505,Apical,0.07415525820134593,9.0,0
506,Apical,0.06230205212783564,9.0,0
507,Apical,0.03979943834060657,9.0,0
508,Apical,0.036717832586427294,9.0,0
510,Basal,0.6524219414427244,7.0,1
511,Basal,0.14143289557316352,7.0,1
512,Basal,0.1657357634574494,7.0,1
513,Basal,0.41816621024258044,7.0,1
514,Basal,0.07419695292178186,7.0,1
515,Basal,0.0927383909773361,7.0,1
516,Basal,0.17096381630541685,7.0,1
517,Basal,0.13390262070566336,7.0,1
518,Basal,0.18017845170196567,7.0,1
519,Basal,0.12434572048425573,7.0,1
520,Basal,0.1677320046790777,7.0,1
521,Basal,0.1983274104523898,7.0,1
522,Basal,0.27457127739444537,7.0,1
523,Basal,0.15424426403555513,7.0,1
524,Basal,0.08892692187413875,7.0,1
525,Basal,0.4773338764864421,7.0,1
526,Basal,0.17716348754947406,7.0,1
527,Basal,0.234766216734789,7.0,1
528,Basal,0.13645248893163764,7.0,1
529,Basal,0.22426852151501092,7.0,1
530,Basal,0.07066488001614518,7.0,1
531,Basal,0.39808131059648644,7.0,1
532,Basal,0.055557296691900265,7.0,1
533,Basal,0.07952805584572209,7.0,1
534,Basal,0.13970386924547984,7.0,1
535,Basal,0.06286115868155635,7.0,1
536,Basal,0.2557399969613091,7.0,1
537,Basal,0.12304050601979336,7.0,1
538,Basal,0.33275697952912203,7.0,1
539,Basal,0.12961457447804584,7.0,1
540,Basal,0.1059851339411289,7.0,1
541,Basal,0.12426177152007097,7.0,1
542,Basal,0.11955098457883609,7.0,1
543,Basal,0.25749822661489,7.0,1
544,Basal,0.21988444993487413,7.0,1
545,Basal,0.22211345838244684,7.0,1
546,Basal,0.06826562511569836,7.0,1
547,Basal,0.17737037606450953,7.0,1
548,Basal,0.07904923978911048,7.0,1
549,Basal,0.10566889635808635,7.0,1
550,Basal,0.18168602737056114,7.0,1
551,Basal,0.08348782038448166,7.0,1
552,Basal,0.13022968346812025,7.0,1
553,Basal,0.17286810782406598,7.0,1
554,Basal,0.07016093117750907,7.0,1
555,Basal,0.11025728823856396,7.0,1
556,Basal,0.5253682555186848,7.0,1
557,Basal,0.11470279101142034,7.0,1
558,Basal,0.1895688077976264,7.0,1
559,Basal,0.02950616855894654,10.0,1
560,Basal,0.07827115382697412,10.0,1
561,Basal,0.03817881904822905,10.0,1
562,Basal,0.04964527731414092,10.0,1
563,Basal,0.021569336173931506,10.0,1
564,Basal,0.025381261117312995,10.0,1
565,Basal,0.04727510204801048,10.0,1
566,Basal,0.08648848166786544,10.0,1
567,Basal,0.061548517414618774,10.0,1
568,Basal,0.04223816959203977,10.0,1
569,Basal,0.026578447961552128,10.0,1
570,Basal,0.06106246979171759,10.0,1
571,Basal,0.03580675700742671,10.0,1
572,Basal,0.0313386942340685,10.0,1
573,Basal,0.03979312208597451,10.0,1
574,Basal,0.03981164239401311,10.0,1
575,Basal,0.04628821496940709,10.0,1
576,Basal,0.1011006759279773,10.0,1
577,Basal,0.04017241846653546,10.0,1
578,Basal,0.0335936442014883,10.0,1
579,Basal,0.04073281706483558,10.0,1
580,Basal,0.025703899272905267,10.0,1
581,Basal,0.06659827474880164,10.0,1
582,Basal,0.04871938050851806,10.0,1
583,Basal,0.05473211011875186,10.0,1
584,Basal,0.06386402346317396,10.0,1
585,Basal,0.0430031733186222,10.0,1
586,Basal,0.053889931992783476,10.0,1
587,Basal,0.0686802289057522,10.0,1
588,Basal,0.02357445327572538,10.0,1
589,Basal,0.029076961430164326,10.0,1
590,Basal,0.03590957414151213,10.0,1
591,Basal,0.04359766082444213,10.0,1
592,Basal,0.02744667784627179,10.0,1
593,Basal,0.03624283074276916,10.0,1
594,Basal,0.04503869380674895,10.0,1
595,Basal,0.13817329140697002,10.0,1
596,Basal,0.060014115363763,10.0,1
597,Basal,0.03896650016182565,10.0,1
598,Basal,0.053558534027536055,10.0,1
599,Basal,0.06958059066243114,10.0,1
601,Basal,0.4069945766779624,10.0,1
602,Basal,0.04697202871030577,10.0,1
603,Basal,0.04085787208424141,10.0,1
604,Basal,0.08649065842285124,10.0,1
605,Basal,0.12256020311617398,10.0,1
606,Basal,0.06494533356449078,10.0,1
607,Basal,0.03871921181735499,10.0,1
608,Basal,0.0630542788816746,10.0,1
609,Basal,0.056615968056333885,10.0,1
611,Basal,0.053029945433545514,10.0,1
612,Basal,0.06760912850542554,10.0,1
613,Basal,0.1387257066122921,10.0,1
614,Basal,0.12847917844080037,10.0,1
615,Basal,0.03904624362334543,10.0,1
616,Basal,0.08431014258723589,10.0,1
617,Basal,0.06938955286713916,10.0,1
618,Basal,0.045591013271966185,10.0,1
620,Basal,0.04280097347848731,10.0,1
621,Basal,0.11758128751569437,10.0,1
622,Basal,0.06966950448477038,10.0,1
623,Basal,0.12002472543900639,10.0,1
624,Basal,0.04009219079998856,10.0,1
625,Basal,0.10814750455657132,11.0,1
626,Basal,0.14816612080415123,11.0,1
627,Basal,0.02795583760872137,11.0,1
628,Basal,0.02497340230454389,11.0,1
629,Basal,0.025424440158164995,11.0,1
631,Basal,0.09417258972093309,11.0,1
632,Basal,0.06070699858482535,11.0,1
633,Basal,0.02168667292802346,11.0,1
634,Basal,0.06916594274390785,11.0,1
635,Basal,0.06556475588224556,11.0,1
636,Basal,0.059783036438934185,11.0,1
637,Basal,0.04722398326941123,11.0,1
638,Basal,0.04830294584534858,11.0,1
639,Basal,0.045889972018187584,11.0,1
640,Basal,0.03449130602363619,11.0,1
641,Basal,0.042064827705743206,11.0,1
642,Basal,0.04554395583132335,11.0,1
643,Basal,0.10425813278719093,11.0,1
644,Basal,0.04477448451088323,11.0,1
645,Basal,0.06041770421623224,11.0,1
646,Basal,0.040151036220624395,11.0,1
647,Basal,0.09562632451453436,11.0,1
648,Basal,0.0312516743832008,11.0,1
649,Basal,0.04074919017248123,11.0,1
650,Basal,0.04314931757891019,11.0,1
652,Basal,0.1820632357354629,8.0,1
653,Basal,0.11718620394409367,8.0,1
654,Basal,0.10372133084527377,8.0,1
655,Basal,0.08047719009437813,8.0,1
657,Basal,0.037687893037497984,8.0,1
658,Basal,0.06561361444537633,8.0,1
659,Basal,0.08747964935735511,8.0,1
660,Basal,0.07111667097128693,8.0,1
661,Basal,0.13444925139211697,8.0,1
662,Basal,0.19369149762573504,8.0,1
663,Basal,0.09314728792321023,8.0,1
664,Basal,0.07185210962144523,8.0,1
665,Basal,0.16045163877331217,8.0,1
666,Basal,0.07797524244804013,8.0,1
667,Basal,0.06937670668316463,8.0,1
668,Basal,0.03529604926643019,8.0,1
669,Basal,0.0790614220660248,8.0,1
670,Basal,0.060422429722685744,8.0,1
671,Basal,0.18659420520054454,8.0,1
672,Basal,0.08979323787336659,8.0,1
673,Basal,0.07624162452568577,8.0,1
675,Basal,0.0779090906650397,8.0,1
676,Basal,0.0979234763426893,8.0,1
677,Basal,0.054936205685171026,8.0,1
678,Basal,0.1727725768037634,8.0,1
679,Basal,0.10460342930631969,8.0,1
680,Basal,0.0439701844563463,8.0,1
681,Basal,0.04800774634915364,8.0,1
682,Basal,0.04460678283058349,8.0,1
683,Basal,0.03031630458765512,8.0,1
684,Basal,0.04541463120523348,8.0,1
685,Basal,0.0363138833340042,8.0,1
686,Basal,0.027795541327367966,8.0,1
687,Basal,0.043547275228283305,8.0,1
688,Basal,0.05589818111757773,8.0,1
689,Basal,0.03709552916338563,8.0,1
690,Basal,0.040810574037786276,8.0,1
691,Basal,0.13083482288873166,8.0,1
692,Basal,0.26106045983175713,8.0,1
694,Basal,0.09289350973637601,8.0,1
695,Basal,0.04038032023780648,8.0,1
696,Basal,0.07605089813864929,12.0,1
697,Basal,0.06286702701928781,12.0,1
698,Basal,0.10199310909248932,12.0,1
699,Basal,0.03603981639364358,12.0,1
700,Basal,0.031566063683513376,12.0,1
701,Basal,0.0318883794927352,12.0,1
